"date","location","variable","value"
2021-06-15,"primary_eff","NH3",16.96
2021-06-16,"primary_eff","NH3",15.93
2021-06-17,"primary_eff","NH3",16.45
2021-06-18,"primary_eff","NH3",16.01
2021-06-19,"primary_eff","NH3",13.09
2021-06-20,"primary_eff","NH3",12.95
2021-06-21,"primary_eff","NH3",14.46
2021-06-22,"primary_eff","NH3",13.81
2021-06-23,"primary_eff","NH3",13.98
2021-06-24,"primary_eff","NH3",18.18
2021-06-25,"primary_eff","NH3",7.14
2021-06-26,"primary_eff","NH3",6.31
2021-06-27,"primary_eff","NH3",4.73
2021-06-28,"primary_eff","NH3",5.1
2021-06-29,"primary_eff","NH3",4.71
2021-06-30,"primary_eff","NH3",3.38
2021-07-01,"primary_eff","NH3",3.34
2021-07-02,"primary_eff","NH3",6
2021-07-03,"primary_eff","NH3",6.15
2021-07-04,"primary_eff","NH3",6.3
2021-07-05,"primary_eff","NH3",7.45
2021-07-06,"primary_eff","NH3",8.49
2021-07-07,"primary_eff","NH3",8.92
2021-07-08,"primary_eff","NH3",8.14
2021-07-09,"primary_eff","NH3",10.1
2021-07-10,"primary_eff","NH3",8.68
2021-07-11,"primary_eff","NH3",8.13
2021-07-12,"primary_eff","NH3",NA
2021-07-13,"primary_eff","NH3",8.54
2021-07-14,"primary_eff","NH3",8.38
2021-07-15,"primary_eff","NH3",9.02
2021-07-16,"primary_eff","NH3",9.71
2021-07-17,"primary_eff","NH3",8.65
2021-07-18,"primary_eff","NH3",9.07
2021-07-19,"primary_eff","NH3",9.67
2021-07-20,"primary_eff","NH3",NA
2021-07-21,"primary_eff","NH3",11.7
2021-07-22,"primary_eff","NH3",11.13
2021-07-23,"primary_eff","NH3",12.23
2021-07-24,"primary_eff","NH3",10.73
2021-07-25,"primary_eff","NH3",8.99
2021-07-26,"primary_eff","NH3",10.63
2021-07-27,"primary_eff","NH3",13.59
2021-07-28,"primary_eff","NH3",10.93
2021-07-29,"primary_eff","NH3",8.12
2021-07-30,"primary_eff","NH3",10.3
2021-07-31,"primary_eff","NH3",10.06
2021-08-01,"primary_eff","NH3",9.65
2021-08-02,"primary_eff","NH3",10.09
2021-08-03,"primary_eff","NH3",11.1
2021-08-04,"primary_eff","NH3",8.3
2021-08-05,"primary_eff","NH3",8.26
2021-08-06,"primary_eff","NH3",8.67
2021-08-07,"primary_eff","NH3",9.63
2021-08-08,"primary_eff","NH3",12.73
2021-08-09,"primary_eff","NH3",12.7
2021-08-10,"primary_eff","NH3",11.62
2021-08-11,"primary_eff","NH3",11.42
2021-08-12,"primary_eff","NH3",12.48
2021-08-13,"primary_eff","NH3",13.21
2021-08-14,"primary_eff","NH3",12.53
2021-08-15,"primary_eff","NH3",10.87
2021-08-16,"primary_eff","NH3",11.5
2021-08-17,"primary_eff","NH3",7.97
2021-08-18,"primary_eff","NH3",7.28
2021-08-19,"primary_eff","NH3",8.87
2021-08-20,"primary_eff","NH3",9.07
2021-08-21,"primary_eff","NH3",8.12
2021-08-22,"primary_eff","NH3",7.91
2021-08-23,"primary_eff","NH3",8.96
2021-08-24,"primary_eff","NH3",8.34
2021-08-25,"primary_eff","NH3",6.74
2021-08-26,"primary_eff","NH3",7.67
2021-08-27,"primary_eff","NH3",NA
2021-08-28,"primary_eff","NH3",9.93
2021-08-29,"primary_eff","NH3",9.35
2021-08-30,"primary_eff","NH3",10.04
2021-08-31,"primary_eff","NH3",16.1
2021-09-01,"primary_eff","NH3",16.63
2021-09-02,"primary_eff","NH3",18.76
2021-09-03,"primary_eff","NH3",19.1
2021-09-04,"primary_eff","NH3",NA
2021-09-05,"primary_eff","NH3",18.12
2021-09-06,"primary_eff","NH3",16.07
2021-09-07,"primary_eff","NH3",18.34
2021-09-08,"primary_eff","NH3",18.25
2021-09-09,"primary_eff","NH3",17.69
2021-09-10,"primary_eff","NH3",28.94
2021-09-11,"primary_eff","NH3",NA
2021-09-12,"primary_eff","NH3",22.76
2021-09-13,"primary_eff","NH3",20.86
2021-09-14,"primary_eff","NH3",19.5
2021-09-15,"primary_eff","NH3",22.13
2021-09-16,"primary_eff","NH3",21.92
2021-09-17,"primary_eff","NH3",24.75
2021-09-18,"primary_eff","NH3",NA
2021-09-19,"primary_eff","NH3",22.43
2021-09-20,"primary_eff","NH3",21.89
2021-09-21,"primary_eff","NH3",22.7
2021-09-22,"primary_eff","NH3",16.27
2021-09-23,"primary_eff","NH3",18.18
2021-09-24,"primary_eff","NH3",21.62
2021-09-25,"primary_eff","NH3",NA
2021-09-26,"primary_eff","NH3",18.09
2021-09-27,"primary_eff","NH3",18.55
2021-09-28,"primary_eff","NH3",15.14
2021-09-29,"primary_eff","NH3",14.82
2021-09-30,"primary_eff","NH3",16.3
2021-10-01,"primary_eff","NH3",18.82
2021-10-02,"primary_eff","NH3",NA
2021-10-03,"primary_eff","NH3",14.35
2021-10-04,"primary_eff","NH3",13.62
2021-10-05,"primary_eff","NH3",20.77
2021-10-06,"primary_eff","NH3",19.13
2021-10-07,"primary_eff","NH3",21.32
2021-10-08,"primary_eff","NH3",13.81
2021-10-09,"primary_eff","NH3",NA
2021-10-10,"primary_eff","NH3",21.93
2021-10-11,"primary_eff","NH3",18.27
2021-10-12,"primary_eff","NH3",10.7
2021-10-13,"primary_eff","NH3",9.14
2021-10-14,"primary_eff","NH3",11.58
2021-10-15,"primary_eff","NH3",13.59
2021-10-16,"primary_eff","NH3",NA
2021-10-17,"primary_eff","NH3",16.94
2021-10-18,"primary_eff","NH3",15.91
2021-10-19,"primary_eff","NH3",16.08
2021-10-20,"primary_eff","NH3",16.5
2021-10-21,"primary_eff","NH3",14.67
2021-10-22,"primary_eff","NH3",16.95
2021-10-23,"primary_eff","NH3",NA
2021-10-24,"primary_eff","NH3",16.44
2021-10-25,"primary_eff","NH3",18.13
2021-10-26,"primary_eff","NH3",6.02
2021-10-27,"primary_eff","NH3",7.21
2021-10-28,"primary_eff","NH3",8.55
2021-10-29,"primary_eff","NH3",8.21
2021-10-30,"primary_eff","NH3",NA
2021-10-31,"primary_eff","NH3",8.57
2021-11-01,"primary_eff","NH3",7.39
2021-11-02,"primary_eff","NH3",9.06
2021-11-03,"primary_eff","NH3",9.4
2021-11-04,"primary_eff","NH3",9.31
2021-11-05,"primary_eff","NH3",9.77
2021-11-06,"primary_eff","NH3",NA
2021-11-07,"primary_eff","NH3",10.16
2021-11-08,"primary_eff","NH3",10.79
2021-11-09,"primary_eff","NH3",11.17
2021-11-10,"primary_eff","NH3",15.26
2021-11-11,"primary_eff","NH3",10.59
2021-11-12,"primary_eff","NH3",9.35
2021-11-13,"primary_eff","NH3",NA
2021-11-14,"primary_eff","NH3",9.18
2021-11-15,"primary_eff","NH3",10.18
2021-11-16,"primary_eff","NH3",10.75
2021-11-17,"primary_eff","NH3",12.12
2021-11-18,"primary_eff","NH3",13.61
2021-11-19,"primary_eff","NH3",14.74
2021-11-20,"primary_eff","NH3",NA
2021-11-21,"primary_eff","NH3",10.78
2021-11-22,"primary_eff","NH3",13.81
2021-11-23,"primary_eff","NH3",14.83
2021-11-24,"primary_eff","NH3",19.22
2021-11-25,"primary_eff","NH3",13.52
2021-11-26,"primary_eff","NH3",13.56
2021-11-27,"primary_eff","NH3",NA
2021-11-28,"primary_eff","NH3",13.32
2021-11-29,"primary_eff","NH3",15.92
2021-11-30,"primary_eff","NH3",18.1
2021-12-01,"primary_eff","NH3",13.51
2021-12-02,"primary_eff","NH3",12.81
2021-12-03,"primary_eff","NH3",11.73
2021-12-04,"primary_eff","NH3",NA
2021-12-05,"primary_eff","NH3",8.77
2021-12-06,"primary_eff","NH3",10.58
2021-12-07,"primary_eff","NH3",12.45
2021-12-08,"primary_eff","NH3",12.7
2021-12-09,"primary_eff","NH3",13.42
2021-12-10,"primary_eff","NH3",17.01
2021-12-11,"primary_eff","NH3",NA
2021-12-12,"primary_eff","NH3",9.21
2021-12-13,"primary_eff","NH3",10.52
2021-12-14,"primary_eff","NH3",14.49
2021-12-15,"primary_eff","NH3",12.28
2021-12-16,"primary_eff","NH3",9.85
2021-12-17,"primary_eff","NH3",9.46
2021-12-18,"primary_eff","NH3",NA
2021-12-19,"primary_eff","NH3",9.82
2021-12-20,"primary_eff","NH3",10.19
2021-12-21,"primary_eff","NH3",13.57
2021-12-22,"primary_eff","NH3",12.13
2021-12-23,"primary_eff","NH3",15.03
2021-12-24,"primary_eff","NH3",16.11
2021-12-25,"primary_eff","NH3",NA
2021-12-26,"primary_eff","NH3",13.38
2021-12-27,"primary_eff","NH3",12.47
2021-12-28,"primary_eff","NH3",10.83
2021-12-29,"primary_eff","NH3",9.63
2021-12-30,"primary_eff","NH3",11.85
2021-12-31,"primary_eff","NH3",12.29
2021-01-22,"primary_eff","NOx",NA
2021-01-23,"primary_eff","NOx",NA
2021-01-24,"primary_eff","NOx",NA
2021-01-25,"primary_eff","NOx",NA
2021-01-26,"primary_eff","NOx",NA
2021-01-27,"primary_eff","NOx",NA
2021-01-28,"primary_eff","NOx",NA
2021-01-29,"primary_eff","NOx",NA
2021-01-30,"primary_eff","NOx",NA
2021-01-31,"primary_eff","NOx",NA
2021-02-01,"primary_eff","NOx",NA
2021-02-02,"primary_eff","NOx",NA
2021-02-03,"primary_eff","NOx",NA
2021-02-04,"primary_eff","NOx",NA
2021-02-05,"primary_eff","NOx",NA
2021-02-06,"primary_eff","NOx",NA
2021-02-07,"primary_eff","NOx",NA
2021-02-08,"primary_eff","NOx",NA
2021-02-09,"primary_eff","NOx",NA
2021-02-10,"primary_eff","NOx",NA
2021-02-11,"primary_eff","NOx",NA
2021-02-12,"primary_eff","NOx",NA
2021-02-13,"primary_eff","NOx",NA
2021-02-14,"primary_eff","NOx",NA
2021-02-15,"primary_eff","NOx",NA
2021-02-16,"primary_eff","NOx",NA
2021-02-17,"primary_eff","NOx",NA
2021-02-18,"primary_eff","NOx",NA
2021-02-19,"primary_eff","NOx",NA
2021-02-20,"primary_eff","NOx",NA
2021-02-21,"primary_eff","NOx",NA
2021-02-22,"primary_eff","NOx",NA
2021-02-23,"primary_eff","NOx",NA
2021-02-24,"primary_eff","NOx",NA
2021-02-25,"primary_eff","NOx",NA
2021-02-26,"primary_eff","NOx",NA
2021-02-27,"primary_eff","NOx",NA
2021-02-28,"primary_eff","NOx",NA
2021-03-01,"primary_eff","NOx",NA
2021-03-02,"primary_eff","NOx",NA
2021-03-03,"primary_eff","NOx",NA
2021-03-04,"primary_eff","NOx",NA
2021-03-05,"primary_eff","NOx",NA
2021-03-06,"primary_eff","NOx",NA
2021-03-07,"primary_eff","NOx",NA
2021-03-08,"primary_eff","NOx",NA
2021-03-09,"primary_eff","NOx",NA
2021-03-10,"primary_eff","NOx",NA
2021-03-11,"primary_eff","NOx",NA
2021-03-12,"primary_eff","NOx",NA
2021-03-13,"primary_eff","NOx",NA
2021-03-14,"primary_eff","NOx",NA
2021-03-15,"primary_eff","NOx",NA
2021-03-16,"primary_eff","NOx",NA
2021-03-17,"primary_eff","NOx",NA
2021-03-18,"primary_eff","NOx",NA
2021-03-19,"primary_eff","NOx",NA
2021-03-20,"primary_eff","NOx",NA
2021-03-21,"primary_eff","NOx",NA
2021-03-22,"primary_eff","NOx",NA
2021-03-23,"primary_eff","NOx",NA
2021-03-24,"primary_eff","NOx",NA
2021-03-25,"primary_eff","NOx",NA
2021-03-26,"primary_eff","NOx",NA
2021-03-27,"primary_eff","NOx",NA
2021-03-28,"primary_eff","NOx",NA
2021-03-29,"primary_eff","NOx",NA
2021-03-30,"primary_eff","NOx",NA
2021-03-31,"primary_eff","NOx",NA
2021-04-01,"primary_eff","NOx",NA
2021-04-02,"primary_eff","NOx",NA
2021-04-03,"primary_eff","NOx",NA
2021-04-04,"primary_eff","NOx",NA
2021-04-05,"primary_eff","NOx",NA
2021-04-06,"primary_eff","NOx",NA
2021-04-07,"primary_eff","NOx",NA
2021-04-08,"primary_eff","NOx",NA
2021-04-09,"primary_eff","NOx",NA
2021-04-10,"primary_eff","NOx",NA
2021-04-11,"primary_eff","NOx",NA
2021-04-12,"primary_eff","NOx",NA
2021-04-13,"primary_eff","NOx",NA
2021-04-14,"primary_eff","NOx",NA
2021-04-15,"primary_eff","NOx",NA
2021-04-16,"primary_eff","NOx",NA
2021-04-17,"primary_eff","NOx",NA
2021-04-18,"primary_eff","NOx",NA
2021-04-19,"primary_eff","NOx",NA
2021-04-20,"primary_eff","NOx",NA
2021-04-21,"primary_eff","NOx",NA
2021-04-22,"primary_eff","NOx",NA
2021-04-23,"primary_eff","NOx",NA
2021-04-24,"primary_eff","NOx",NA
2021-04-25,"primary_eff","NOx",NA
2021-04-26,"primary_eff","NOx",NA
2021-04-27,"primary_eff","NOx",NA
2021-04-28,"primary_eff","NOx",NA
2021-04-29,"primary_eff","NOx",NA
2021-04-30,"primary_eff","NOx",NA
2021-05-01,"primary_eff","NOx",NA
2021-05-02,"primary_eff","NOx",NA
2021-05-03,"primary_eff","NOx",NA
2021-05-04,"primary_eff","NOx",NA
2021-05-05,"primary_eff","NOx",NA
2021-05-06,"primary_eff","NOx",NA
2021-05-07,"primary_eff","NOx",NA
2021-05-08,"primary_eff","NOx",NA
2021-05-09,"primary_eff","NOx",NA
2021-05-10,"primary_eff","NOx",NA
2021-05-11,"primary_eff","NOx",NA
2021-05-12,"primary_eff","NOx",NA
2021-05-13,"primary_eff","NOx",NA
2021-05-14,"primary_eff","NOx",NA
2021-05-15,"primary_eff","NOx",NA
2021-05-16,"primary_eff","NOx",NA
2021-05-17,"primary_eff","NOx",NA
2021-05-18,"primary_eff","NOx",NA
2021-05-19,"primary_eff","NOx",NA
2021-05-20,"primary_eff","NOx",NA
2021-05-21,"primary_eff","NOx",NA
2021-05-22,"primary_eff","NOx",NA
2021-05-23,"primary_eff","NOx",NA
2021-05-24,"primary_eff","NOx",NA
2021-05-25,"primary_eff","NOx",NA
2021-05-26,"primary_eff","NOx",NA
2021-05-27,"primary_eff","NOx",NA
2021-05-28,"primary_eff","NOx",NA
2021-05-29,"primary_eff","NOx",NA
2021-05-30,"primary_eff","NOx",NA
2021-05-31,"primary_eff","NOx",NA
2021-06-01,"primary_eff","NOx",NA
2021-06-02,"primary_eff","NOx",NA
2021-06-03,"primary_eff","NOx",NA
2021-06-04,"primary_eff","NOx",NA
2021-06-05,"primary_eff","NOx",NA
2021-06-06,"primary_eff","NOx",NA
2021-06-07,"primary_eff","NOx",NA
2021-06-08,"primary_eff","NOx",NA
2021-06-09,"primary_eff","NOx",NA
2021-06-10,"primary_eff","NOx",NA
2021-06-11,"primary_eff","NOx",NA
2021-06-12,"primary_eff","NOx",NA
2021-06-13,"primary_eff","NOx",NA
2021-06-14,"primary_eff","NOx",NA
2021-06-15,"primary_eff","NOx",NA
2021-06-16,"primary_eff","NOx",NA
2021-06-17,"primary_eff","NOx",NA
2021-06-18,"primary_eff","NOx",NA
2021-06-19,"primary_eff","NOx",NA
2021-06-20,"primary_eff","NOx",NA
2021-06-21,"primary_eff","NOx",NA
2021-06-22,"primary_eff","NOx",NA
2021-06-23,"primary_eff","NOx",NA
2021-06-24,"primary_eff","NOx",NA
2021-06-25,"primary_eff","NOx",NA
2021-06-26,"primary_eff","NOx",0.38
2021-06-27,"primary_eff","NOx",2.05
2021-06-28,"primary_eff","NOx",0.9
2021-06-29,"primary_eff","NOx",1.21
2021-06-30,"primary_eff","NOx",1.66
2021-07-01,"primary_eff","NOx",0.92
2021-07-02,"primary_eff","NOx",0.99
2021-07-03,"primary_eff","NOx",NA
2021-07-04,"primary_eff","NOx",0.57
2021-07-05,"primary_eff","NOx",NA
2021-07-06,"primary_eff","NOx",NA
2021-07-07,"primary_eff","NOx",NA
2021-07-08,"primary_eff","NOx",NA
2021-07-09,"primary_eff","NOx",NA
2021-07-10,"primary_eff","NOx",NA
2021-07-11,"primary_eff","NOx",NA
2021-07-12,"primary_eff","NOx",NA
2021-07-13,"primary_eff","NOx",NA
2021-07-14,"primary_eff","NOx",NA
2021-07-15,"primary_eff","NOx",NA
2021-07-16,"primary_eff","NOx",NA
2021-07-17,"primary_eff","NOx",NA
2021-07-18,"primary_eff","NOx",NA
2021-07-19,"primary_eff","NOx",NA
2021-07-20,"primary_eff","NOx",NA
2021-07-21,"primary_eff","NOx",NA
2021-07-22,"primary_eff","NOx",NA
2021-07-23,"primary_eff","NOx",NA
2021-07-24,"primary_eff","NOx",NA
2021-07-25,"primary_eff","NOx",NA
2021-07-26,"primary_eff","NOx",NA
2021-07-27,"primary_eff","NOx",NA
2021-07-28,"primary_eff","NOx",NA
2021-07-29,"primary_eff","NOx",NA
2021-07-30,"primary_eff","NOx",NA
2021-07-31,"primary_eff","NOx",NA
2021-08-01,"primary_eff","NOx",NA
2021-08-02,"primary_eff","NOx",NA
2021-08-03,"primary_eff","NOx",NA
2021-08-04,"primary_eff","NOx",NA
2021-08-05,"primary_eff","NOx",NA
2021-08-06,"primary_eff","NOx",NA
2021-08-07,"primary_eff","NOx",NA
2021-08-08,"primary_eff","NOx",NA
2021-08-09,"primary_eff","NOx",NA
2021-08-10,"primary_eff","NOx",NA
2021-08-11,"primary_eff","NOx",NA
2021-08-12,"primary_eff","NOx",NA
2021-08-13,"primary_eff","NOx",NA
2021-08-14,"primary_eff","NOx",NA
2021-08-15,"primary_eff","NOx",NA
2021-08-16,"primary_eff","NOx",NA
2021-08-17,"primary_eff","NOx",NA
2021-08-18,"primary_eff","NOx",NA
2021-08-19,"primary_eff","NOx",NA
2021-08-20,"primary_eff","NOx",NA
2021-08-21,"primary_eff","NOx",NA
2021-08-22,"primary_eff","NOx",NA
2021-08-23,"primary_eff","NOx",NA
2021-08-24,"primary_eff","NOx",NA
2021-08-25,"primary_eff","NOx",NA
2021-08-26,"primary_eff","NOx",NA
2021-08-27,"primary_eff","NOx",NA
2021-08-28,"primary_eff","NOx",NA
2021-08-29,"primary_eff","NOx",NA
2021-08-30,"primary_eff","NOx",NA
2021-08-31,"primary_eff","NOx",NA
2021-09-01,"primary_eff","NOx",NA
2021-09-02,"primary_eff","NOx",NA
2021-09-03,"primary_eff","NOx",NA
2021-09-04,"primary_eff","NOx",NA
2021-09-05,"primary_eff","NOx",NA
2021-09-06,"primary_eff","NOx",NA
2021-09-07,"primary_eff","NOx",NA
2021-09-08,"primary_eff","NOx",NA
2021-09-09,"primary_eff","NOx",NA
2021-09-10,"primary_eff","NOx",NA
2021-09-11,"primary_eff","NOx",NA
2021-09-12,"primary_eff","NOx",NA
2021-09-13,"primary_eff","NOx",NA
2021-09-14,"primary_eff","NOx",NA
2021-09-15,"primary_eff","NOx",NA
2021-09-16,"primary_eff","NOx",NA
2021-09-17,"primary_eff","NOx",NA
2021-09-18,"primary_eff","NOx",NA
2021-09-19,"primary_eff","NOx",NA
2021-09-20,"primary_eff","NOx",NA
2021-09-21,"primary_eff","NOx",NA
2021-09-22,"primary_eff","NOx",NA
2021-09-23,"primary_eff","NOx",NA
2021-09-24,"primary_eff","NOx",NA
2021-09-25,"primary_eff","NOx",NA
2021-09-26,"primary_eff","NOx",NA
2021-09-27,"primary_eff","NOx",NA
2021-09-28,"primary_eff","NOx",NA
2021-09-29,"primary_eff","NOx",NA
2021-09-30,"primary_eff","NOx",NA
2021-10-01,"primary_eff","NOx",NA
2021-10-02,"primary_eff","NOx",NA
2021-10-03,"primary_eff","NOx",NA
2021-10-04,"primary_eff","NOx",NA
2021-10-05,"primary_eff","NOx",NA
2021-10-06,"primary_eff","NOx",NA
2021-10-07,"primary_eff","NOx",NA
2021-10-08,"primary_eff","NOx",NA
2021-10-09,"primary_eff","NOx",NA
2021-10-10,"primary_eff","NOx",NA
2021-10-11,"primary_eff","NOx",NA
2021-10-12,"primary_eff","NOx",NA
2021-10-13,"primary_eff","NOx",NA
2021-10-14,"primary_eff","NOx",NA
2021-10-15,"primary_eff","NOx",NA
2021-10-16,"primary_eff","NOx",NA
2021-10-17,"primary_eff","NOx",NA
2021-10-18,"primary_eff","NOx",NA
2021-10-19,"primary_eff","NOx",NA
2021-10-20,"primary_eff","NOx",NA
2021-10-21,"primary_eff","NOx",NA
2021-10-22,"primary_eff","NOx",NA
2021-10-23,"primary_eff","NOx",NA
2021-10-24,"primary_eff","NOx",NA
2021-10-25,"primary_eff","NOx",2.13
2021-10-26,"primary_eff","NOx",3
2021-10-27,"primary_eff","NOx",NA
2021-10-28,"primary_eff","NOx",NA
2021-10-29,"primary_eff","NOx",NA
2021-10-30,"primary_eff","NOx",NA
2021-10-31,"primary_eff","NOx",1.26
2021-11-01,"primary_eff","NOx",0.69
2021-11-02,"primary_eff","NOx",NA
2021-11-03,"primary_eff","NOx",NA
2021-11-04,"primary_eff","NOx",NA
2021-11-05,"primary_eff","NOx",NA
2021-11-06,"primary_eff","NOx",NA
2021-11-07,"primary_eff","NOx",0.28
2021-11-08,"primary_eff","NOx",NA
2021-11-09,"primary_eff","NOx",NA
2021-11-10,"primary_eff","NOx",NA
2021-11-11,"primary_eff","NOx",NA
2021-11-12,"primary_eff","NOx",NA
2021-11-13,"primary_eff","NOx",NA
2021-11-14,"primary_eff","NOx",0.49
2021-11-15,"primary_eff","NOx",NA
2021-11-16,"primary_eff","NOx",NA
2021-11-17,"primary_eff","NOx",NA
2021-11-18,"primary_eff","NOx",NA
2021-11-19,"primary_eff","NOx",NA
2021-11-20,"primary_eff","NOx",NA
2021-11-21,"primary_eff","NOx",NA
2021-11-22,"primary_eff","NOx",NA
2021-11-23,"primary_eff","NOx",NA
2021-11-24,"primary_eff","NOx",NA
2021-11-25,"primary_eff","NOx",NA
2021-11-26,"primary_eff","NOx",NA
2021-11-27,"primary_eff","NOx",NA
2021-11-28,"primary_eff","NOx",NA
2021-11-29,"primary_eff","NOx",NA
2021-11-30,"primary_eff","NOx",NA
2021-12-01,"primary_eff","NOx",NA
2021-12-02,"primary_eff","NOx",NA
2021-12-03,"primary_eff","NOx",NA
2021-12-04,"primary_eff","NOx",NA
2021-12-05,"primary_eff","NOx",1.3
2021-12-06,"primary_eff","NOx",NA
2021-12-07,"primary_eff","NOx",NA
2021-12-08,"primary_eff","NOx",NA
2021-12-09,"primary_eff","NOx",NA
2021-12-10,"primary_eff","NOx",NA
2021-12-11,"primary_eff","NOx",NA
2021-12-12,"primary_eff","NOx",1.4
2021-12-13,"primary_eff","NOx",1.21
2021-12-14,"primary_eff","NOx",NA
2021-12-15,"primary_eff","NOx",NA
2021-12-16,"primary_eff","NOx",NA
2021-12-17,"primary_eff","NOx",NA
2021-12-18,"primary_eff","NOx",NA
2021-12-19,"primary_eff","NOx",NA
2021-12-20,"primary_eff","NOx",NA
2021-12-21,"primary_eff","NOx",NA
2021-12-22,"primary_eff","NOx",NA
2021-12-23,"primary_eff","NOx",NA
2021-12-24,"primary_eff","NOx",NA
2021-12-25,"primary_eff","NOx",NA
2021-12-26,"primary_eff","NOx",NA
2021-12-27,"primary_eff","NOx",NA
2021-12-28,"primary_eff","NOx",NA
2021-12-29,"primary_eff","NOx",NA
2021-12-30,"primary_eff","NOx",NA
2021-12-31,"primary_eff","NOx",NA
2021-01-22,"primary_eff","TKN",NA
2021-01-23,"primary_eff","TKN",NA
2021-01-24,"primary_eff","TKN",NA
2021-01-25,"primary_eff","TKN",NA
2021-01-26,"primary_eff","TKN",NA
2021-01-27,"primary_eff","TKN",NA
2021-01-28,"primary_eff","TKN",NA
2021-01-29,"primary_eff","TKN",NA
2021-01-30,"primary_eff","TKN",NA
2021-01-31,"primary_eff","TKN",NA
2021-02-01,"primary_eff","TKN",NA
2021-02-02,"primary_eff","TKN",NA
2021-02-03,"primary_eff","TKN",NA
2021-02-04,"primary_eff","TKN",NA
2021-02-05,"primary_eff","TKN",NA
2021-02-06,"primary_eff","TKN",NA
2021-02-07,"primary_eff","TKN",NA
2021-02-08,"primary_eff","TKN",NA
2021-02-09,"primary_eff","TKN",NA
2021-02-10,"primary_eff","TKN",NA
2021-02-11,"primary_eff","TKN",NA
2021-02-12,"primary_eff","TKN",NA
2021-02-13,"primary_eff","TKN",NA
2021-02-14,"primary_eff","TKN",NA
2021-02-15,"primary_eff","TKN",NA
2021-02-16,"primary_eff","TKN",NA
2021-02-17,"primary_eff","TKN",NA
2021-02-18,"primary_eff","TKN",NA
2021-02-19,"primary_eff","TKN",NA
2021-02-20,"primary_eff","TKN",NA
2021-02-21,"primary_eff","TKN",NA
2021-02-22,"primary_eff","TKN",NA
2021-02-23,"primary_eff","TKN",NA
2021-02-24,"primary_eff","TKN",NA
2021-02-25,"primary_eff","TKN",NA
2021-02-26,"primary_eff","TKN",NA
2021-02-27,"primary_eff","TKN",NA
2021-02-28,"primary_eff","TKN",NA
2021-03-01,"primary_eff","TKN",NA
2021-03-02,"primary_eff","TKN",NA
2021-03-03,"primary_eff","TKN",NA
2021-03-04,"primary_eff","TKN",NA
2021-03-05,"primary_eff","TKN",NA
2021-03-06,"primary_eff","TKN",NA
2021-03-07,"primary_eff","TKN",NA
2021-03-08,"primary_eff","TKN",NA
2021-03-09,"primary_eff","TKN",NA
2021-03-10,"primary_eff","TKN",NA
2021-03-11,"primary_eff","TKN",NA
2021-03-12,"primary_eff","TKN",NA
2021-03-13,"primary_eff","TKN",NA
2021-03-14,"primary_eff","TKN",NA
2021-03-15,"primary_eff","TKN",NA
2021-03-16,"primary_eff","TKN",NA
2021-03-17,"primary_eff","TKN",NA
2021-03-18,"primary_eff","TKN",NA
2021-03-19,"primary_eff","TKN",NA
2021-03-20,"primary_eff","TKN",NA
2021-03-21,"primary_eff","TKN",NA
2021-03-22,"primary_eff","TKN",NA
2021-03-23,"primary_eff","TKN",NA
2021-03-24,"primary_eff","TKN",NA
2021-03-25,"primary_eff","TKN",NA
2021-03-26,"primary_eff","TKN",NA
2021-03-27,"primary_eff","TKN",NA
2021-03-28,"primary_eff","TKN",NA
2021-03-29,"primary_eff","TKN",NA
2021-03-30,"primary_eff","TKN",NA
2021-03-31,"primary_eff","TKN",NA
2021-04-01,"primary_eff","TKN",NA
2021-04-02,"primary_eff","TKN",NA
2021-04-03,"primary_eff","TKN",NA
2021-04-04,"primary_eff","TKN",NA
2021-04-05,"primary_eff","TKN",NA
2021-04-06,"primary_eff","TKN",NA
2021-04-07,"primary_eff","TKN",NA
2021-04-08,"primary_eff","TKN",NA
2021-04-09,"primary_eff","TKN",NA
2021-04-10,"primary_eff","TKN",NA
2021-04-11,"primary_eff","TKN",NA
2021-04-12,"primary_eff","TKN",NA
2021-04-13,"primary_eff","TKN",NA
2021-04-14,"primary_eff","TKN",NA
2021-04-15,"primary_eff","TKN",NA
2021-04-16,"primary_eff","TKN",NA
2021-04-17,"primary_eff","TKN",NA
2021-04-18,"primary_eff","TKN",NA
2021-04-19,"primary_eff","TKN",NA
2021-04-20,"primary_eff","TKN",NA
2021-04-21,"primary_eff","TKN",NA
2021-04-22,"primary_eff","TKN",NA
2021-04-23,"primary_eff","TKN",NA
2021-04-24,"primary_eff","TKN",NA
2021-04-25,"primary_eff","TKN",NA
2021-04-26,"primary_eff","TKN",NA
2021-04-27,"primary_eff","TKN",NA
2021-04-28,"primary_eff","TKN",NA
2021-04-29,"primary_eff","TKN",NA
2021-04-30,"primary_eff","TKN",NA
2021-05-01,"primary_eff","TKN",NA
2021-05-02,"primary_eff","TKN",NA
2021-05-03,"primary_eff","TKN",NA
2021-05-04,"primary_eff","TKN",NA
2021-05-05,"primary_eff","TKN",NA
2021-05-06,"primary_eff","TKN",NA
2021-05-07,"primary_eff","TKN",NA
2021-05-08,"primary_eff","TKN",NA
2021-05-09,"primary_eff","TKN",NA
2021-05-10,"primary_eff","TKN",NA
2021-05-11,"primary_eff","TKN",NA
2021-05-12,"primary_eff","TKN",NA
2021-05-13,"primary_eff","TKN",NA
