"date","location","variable","value"
2021-01-22,"control","flow_in",39
2021-01-23,"control","flow_in",39
2021-01-24,"control","flow_in",38
2021-01-25,"control","flow_in",39
2021-01-26,"control","flow_in",37
2021-01-27,"control","flow_in",28
2021-01-28,"control","flow_in",36
2021-01-29,"control","flow_in",42
2021-01-30,"control","flow_in",46
2021-01-31,"control","flow_in",46
2021-02-01,"control","flow_in",44.1
2021-02-02,"control","flow_in",36.5
2021-02-03,"control","flow_in",23.1
2021-02-04,"control","flow_in",38.4
2021-02-05,"control","flow_in",45.8
2021-02-06,"control","flow_in",37.4
2021-02-07,"control","flow_in",20.7
2021-02-08,"control","flow_in",18.3
2021-02-09,"control","flow_in",19
2021-02-10,"control","flow_in",23.3
2021-02-11,"control","flow_in",21.1
2021-02-12,"control","flow_in",18.8
2021-02-13,"control","flow_in",20.7
2021-02-14,"control","flow_in",19.7
2021-02-15,"control","flow_in",19
2021-02-16,"control","flow_in",21.3
2021-02-17,"control","flow_in",26.4
2021-02-18,"control","flow_in",30.6
2021-02-19,"control","flow_in",31.2
2021-02-20,"control","flow_in",30.4
2021-02-21,"control","flow_in",42.1
2021-02-22,"control","flow_in",31
2021-02-23,"control","flow_in",46.3
2021-02-24,"control","flow_in",60.2
2021-02-25,"control","flow_in",65.4
2021-02-26,"control","flow_in",62.7
2021-02-27,"control","flow_in",63.1
2021-02-28,"control","flow_in",61.75
2021-03-01,"control","flow_in",67.2
2021-03-02,"control","flow_in",55.9
2021-03-03,"control","flow_in",57.1
2021-03-04,"control","flow_in",61
2021-03-05,"control","flow_in",66.8
2021-03-06,"control","flow_in",63.1
2021-03-07,"control","flow_in",66.1
2021-03-08,"control","flow_in",61.1
2021-03-09,"control","flow_in",59.1
2021-03-10,"control","flow_in",38.4
2021-03-11,"control","flow_in",53.3
2021-03-12,"control","flow_in",56.8
2021-03-13,"control","flow_in",41.1
2021-03-14,"control","flow_in",47.5
2021-03-15,"control","flow_in",47.8
2021-03-16,"control","flow_in",41.1
2021-03-17,"control","flow_in",44.6
2021-03-18,"control","flow_in",64.1
2021-03-19,"control","flow_in",48.8
2021-03-20,"control","flow_in",42.9
2021-03-21,"control","flow_in",42.9
2021-03-22,"control","flow_in",40
2021-03-23,"control","flow_in",45.9
2021-03-24,"control","flow_in",42.9
2021-03-25,"control","flow_in",46.1
2021-03-26,"control","flow_in",53.8
2021-03-27,"control","flow_in",50.7
2021-03-28,"control","flow_in",47.4
2021-03-29,"control","flow_in",39.2
2021-03-30,"control","flow_in",34.9
2021-03-31,"control","flow_in",29.2
2021-04-01,"control","flow_in",33
2021-04-02,"control","flow_in",39
2021-04-03,"control","flow_in",44
2021-04-04,"control","flow_in",44
2021-04-05,"control","flow_in",40
2021-04-06,"control","flow_in",34
2021-04-07,"control","flow_in",37
2021-04-08,"control","flow_in",43
2021-04-09,"control","flow_in",44
2021-04-10,"control","flow_in",46
2021-04-11,"control","flow_in",41
2021-04-12,"control","flow_in",42
2021-04-13,"control","flow_in",35
2021-04-14,"control","flow_in",35
2021-04-15,"control","flow_in",33
2021-04-16,"control","flow_in",37
2021-04-17,"control","flow_in",35
2021-04-18,"control","flow_in",29
2021-04-19,"control","flow_in",38
2021-04-20,"control","flow_in",35
2021-04-21,"control","flow_in",34
2021-04-22,"control","flow_in",33
2021-04-23,"control","flow_in",38
2021-04-24,"control","flow_in",36
2021-04-25,"control","flow_in",37
2021-04-26,"control","flow_in",35
2021-04-27,"control","flow_in",36
2021-04-28,"control","flow_in",41
2021-04-29,"control","flow_in",47
2021-04-30,"control","flow_in",38
2021-05-01,"control","flow_in",34
2021-05-02,"control","flow_in",36
2021-05-03,"control","flow_in",49
2021-05-04,"control","flow_in",41
2021-05-05,"control","flow_in",36
2021-05-06,"control","flow_in",36
2021-05-07,"control","flow_in",37
2021-05-08,"control","flow_in",39
2021-05-09,"control","flow_in",66
2021-05-10,"control","flow_in",56
2021-05-11,"control","flow_in",54
2021-05-12,"control","flow_in",46
2021-05-13,"control","flow_in",45
2021-05-14,"control","flow_in",47
2021-05-15,"control","flow_in",50
2021-05-16,"control","flow_in",50
2021-05-17,"control","flow_in",56
2021-05-18,"control","flow_in",56
2021-05-19,"control","flow_in",45.1
2021-05-20,"control","flow_in",45.6
2021-05-21,"control","flow_in",36.2
2021-05-22,"control","flow_in",40.9
2021-05-23,"control","flow_in",37.7
2021-05-24,"control","flow_in",37.1
2021-05-25,"control","flow_in",35.4
2021-05-26,"control","flow_in",39.7
2021-05-27,"control","flow_in",38.4
2021-05-28,"control","flow_in",54.4
2021-05-29,"control","flow_in",41.6
2021-05-30,"control","flow_in",41.3
2021-05-31,"control","flow_in",43.2
2021-06-01,"control","flow_in",35.6
2021-06-02,"control","flow_in",33.7
2021-06-03,"control","flow_in",33.7
2021-06-04,"control","flow_in",36.7
2021-06-05,"control","flow_in",32.7
2021-06-06,"control","flow_in",33.5
2021-06-07,"control","flow_in",39.7
2021-06-08,"control","flow_in",40.8
2021-06-09,"control","flow_in",40.8
2021-06-10,"control","flow_in",39.1
2021-06-11,"control","flow_in",40.6
2021-06-12,"control","flow_in",41.5
2021-06-13,"control","flow_in",38.1
2021-06-14,"control","flow_in",42
2021-06-15,"control","flow_in",40
2021-06-16,"control","flow_in",39.5
2021-06-17,"control","flow_in",35.7
2021-06-18,"control","flow_in",42.2
2021-06-19,"control","flow_in",35
2021-06-20,"control","flow_in",34.7
2021-06-21,"control","flow_in",57
2021-06-22,"control","flow_in",40.2
2021-06-23,"control","flow_in",34.4
2021-06-24,"control","flow_in",42.6
2021-06-25,"control","flow_in",59.1
2021-06-26,"control","flow_in",69.6
2021-06-27,"control","flow_in",61.9
2021-06-28,"control","flow_in",76.3
2021-06-29,"control","flow_in",75
2021-06-30,"control","flow_in",76.2
2021-07-01,"control","flow_in",77
2021-07-02,"control","flow_in",68.5
2021-07-03,"control","flow_in",63.7
2021-07-04,"control","flow_in",58.4
2021-07-05,"control","flow_in",56.5
2021-07-06,"control","flow_in",57.5
2021-07-07,"control","flow_in",62
2021-07-08,"control","flow_in",65.8
2021-07-09,"control","flow_in",64.4
2021-07-10,"control","flow_in",60.1
2021-07-11,"control","flow_in",60.1
2021-07-12,"control","flow_in",53.3
2021-07-13,"control","flow_in",63.1
2021-07-14,"control","flow_in",57.8
2021-07-15,"control","flow_in",56
2021-07-16,"control","flow_in",60.2
2021-07-17,"control","flow_in",60.1
2021-07-18,"control","flow_in",60.6
2021-07-19,"control","flow_in",59.7
2021-07-20,"control","flow_in",60
2021-07-21,"control","flow_in",59.3
2021-07-22,"control","flow_in",58.2
2021-07-23,"control","flow_in",59.1
2021-07-24,"control","flow_in",64.2
2021-07-25,"control","flow_in",57.6
2021-07-26,"control","flow_in",60.5
2021-07-27,"control","flow_in",51.7
2021-07-28,"control","flow_in",63.6
2021-07-29,"control","flow_in",64.9
2021-07-30,"control","flow_in",63.6
2021-07-31,"control","flow_in",54.3
2021-08-01,"control","flow_in",55.7
2021-08-02,"control","flow_in",54.6
2021-08-03,"control","flow_in",52.3
2021-08-04,"control","flow_in",52.7
2021-08-05,"control","flow_in",52
2021-08-06,"control","flow_in",51.3
2021-08-07,"control","flow_in",43.2
2021-08-08,"control","flow_in",36.6
2021-08-09,"control","flow_in",41.2
2021-08-10,"control","flow_in",41.6
2021-08-11,"control","flow_in",37.7
2021-08-12,"control","flow_in",40.8
2021-08-13,"control","flow_in",49.7
2021-08-14,"control","flow_in",46.4
2021-08-15,"control","flow_in",42.5
2021-08-16,"control","flow_in",47
2021-08-17,"control","flow_in",55.6
2021-08-18,"control","flow_in",55.6
2021-08-19,"control","flow_in",57.9
2021-08-20,"control","flow_in",56.6
2021-08-21,"control","flow_in",53.5
2021-08-22,"control","flow_in",54.2
2021-08-23,"control","flow_in",55.6
2021-08-24,"control","flow_in",56.9
2021-08-25,"control","flow_in",56.8
2021-08-26,"control","flow_in",60.3
2021-08-27,"control","flow_in",61
2021-08-28,"control","flow_in",62.6
2021-08-29,"control","flow_in",59.6
2021-08-30,"control","flow_in",53
2021-08-31,"control","flow_in",43.4
2021-09-01,"control","flow_in",41.7
2021-09-02,"control","flow_in",35.9
2021-09-03,"control","flow_in",33.6
2021-09-04,"control","flow_in",31.9
2021-09-05,"control","flow_in",29.5
2021-09-06,"control","flow_in",33.3
2021-09-07,"control","flow_in",32.4
2021-09-08,"control","flow_in",27.6
2021-09-09,"control","flow_in",29.6
2021-09-10,"control","flow_in",32.4
2021-09-11,"control","flow_in",31.1
2021-09-12,"control","flow_in",30.2
2021-09-13,"control","flow_in",31.9
2021-09-14,"control","flow_in",30.6
2021-09-15,"control","flow_in",29.1
2021-09-16,"control","flow_in",29
2021-09-17,"control","flow_in",29.8
2021-09-18,"control","flow_in",31.1
2021-09-19,"control","flow_in",31.4
2021-09-20,"control","flow_in",36
2021-09-21,"control","flow_in",40.4
2021-09-22,"control","flow_in",42.2
2021-09-23,"control","flow_in",40.1
2021-09-24,"control","flow_in",38.7
2021-09-25,"control","flow_in",38
2021-09-26,"control","flow_in",43.4
2021-09-27,"control","flow_in",42.9
2021-09-28,"control","flow_in",47.9
2021-09-29,"control","flow_in",48.3
2021-09-30,"control","flow_in",43.4
2021-10-01,"control","flow_in",33.2
2021-10-02,"control","flow_in",42.2
2021-10-03,"control","flow_in",42.3
2021-10-04,"control","flow_in",45.5
2021-10-05,"control","flow_in",45.6
2021-10-06,"control","flow_in",43.3
2021-10-07,"control","flow_in",46
2021-10-08,"control","flow_in",44.2
2021-10-09,"control","flow_in",47.1
2021-10-10,"control","flow_in",47.9
2021-10-11,"control","flow_in",53.9
2021-10-12,"control","flow_in",54.4
2021-10-13,"control","flow_in",56.7
2021-10-14,"control","flow_in",61.6
2021-10-15,"control","flow_in",57.9
2021-10-16,"control","flow_in",54.4
2021-10-17,"control","flow_in",55.1
2021-10-18,"control","flow_in",54
2021-10-19,"control","flow_in",52
2021-10-20,"control","flow_in",52.4
2021-10-21,"control","flow_in",53
2021-10-22,"control","flow_in",53
2021-10-23,"control","flow_in",54.6
2021-10-24,"control","flow_in",53
2021-10-25,"control","flow_in",57.8
2021-10-26,"control","flow_in",61.1
2021-10-27,"control","flow_in",67.3
2021-10-28,"control","flow_in",68.2
2021-10-29,"control","flow_in",68.9
2021-10-30,"control","flow_in",66
2021-10-31,"control","flow_in",64.9
2021-11-01,"control","flow_in",65.3
2021-11-02,"control","flow_in",66.7
2021-11-03,"control","flow_in",69.3
2021-11-04,"control","flow_in",67.8
2021-11-05,"control","flow_in",67.1
2021-11-06,"control","flow_in",65.6
2021-11-07,"control","flow_in",66
2021-11-08,"control","flow_in",57.6
2021-11-09,"control","flow_in",53.7
2021-11-10,"control","flow_in",56.4
2021-11-11,"control","flow_in",65.9
2021-11-12,"control","flow_in",66.6
2021-11-13,"control","flow_in",66.1
2021-11-14,"control","flow_in",65.8
2021-11-15,"control","flow_in",62.9
2021-11-16,"control","flow_in",62
2021-11-17,"control","flow_in",61.3
2021-11-18,"control","flow_in",53.2
2021-11-19,"control","flow_in",58.2
2021-11-20,"control","flow_in",60.4
2021-11-21,"control","flow_in",53.3
2021-11-22,"control","flow_in",45.7
2021-11-23,"control","flow_in",46.5
2021-11-24,"control","flow_in",43.9
2021-11-25,"control","flow_in",41.1
2021-11-26,"control","flow_in",37.7
2021-11-27,"control","flow_in",38
2021-11-28,"control","flow_in",39.7
2021-11-29,"control","flow_in",36.3
2021-11-30,"control","flow_in",40.1
2021-12-01,"control","flow_in",NA
2021-12-02,"control","flow_in",NA
2021-12-03,"control","flow_in",NA
2021-12-04,"control","flow_in",NA
2021-12-05,"control","flow_in",NA
2021-12-06,"control","flow_in",NA
2021-12-07,"control","flow_in",NA
2021-12-08,"control","flow_in",NA
2021-12-09,"control","flow_in",NA
2021-12-10,"control","flow_in",NA
2021-12-11,"control","flow_in",NA
2021-12-12,"control","flow_in",NA
2021-12-13,"control","flow_in",NA
2021-12-14,"control","flow_in",NA
2021-12-15,"control","flow_in",NA
2021-12-16,"control","flow_in",NA
2021-12-17,"control","flow_in",NA
2021-12-18,"control","flow_in",NA
2021-12-19,"control","flow_in",NA
2021-12-20,"control","flow_in",NA
2021-12-21,"control","flow_in",NA
2021-12-22,"control","flow_in",NA
2021-12-23,"control","flow_in",NA
2021-12-24,"control","flow_in",NA
2021-12-25,"control","flow_in",NA
2021-12-26,"control","flow_in",NA
2021-12-27,"control","flow_in",NA
2021-12-28,"control","flow_in",NA
2021-12-29,"control","flow_in",NA
2021-12-30,"control","flow_in",NA
2021-12-31,"control","flow_in",NA
2021-01-22,"control","flow_ras",43
2021-01-23,"control","flow_ras",43
2021-01-24,"control","flow_ras",43
2021-01-25,"control","flow_ras",43
2021-01-26,"control","flow_ras",43
2021-01-27,"control","flow_ras",42
2021-01-28,"control","flow_ras",43
2021-01-29,"control","flow_ras",43
2021-01-30,"control","flow_ras",43
2021-01-31,"control","flow_ras",43
2021-02-01,"control","flow_ras",43.3
2021-02-02,"control","flow_ras",43.3
2021-02-03,"control","flow_ras",42.2
2021-02-04,"control","flow_ras",41.6
2021-02-05,"control","flow_ras",42.6
2021-02-06,"control","flow_ras",39.7
2021-02-07,"control","flow_ras",38.9
2021-02-08,"control","flow_ras",40.2
2021-02-09,"control","flow_ras",39.6
2021-02-10,"control","flow_ras",38.8
2021-02-11,"control","flow_ras",38.8
2021-02-12,"control","flow_ras",38.8
2021-02-13,"control","flow_ras",38.8
2021-02-14,"control","flow_ras",38.8
2021-02-15,"control","flow_ras",36.3
2021-02-16,"control","flow_ras",33.3
2021-02-17,"control","flow_ras",32.6
2021-02-18,"control","flow_ras",32.6
2021-02-19,"control","flow_ras",33.2
2021-02-20,"control","flow_ras",32.6
2021-02-21,"control","flow_ras",34.3
2021-02-22,"control","flow_ras",35
2021-02-23,"control","flow_ras",36
2021-02-24,"control","flow_ras",37.9
2021-02-25,"control","flow_ras",40.4
2021-02-26,"control","flow_ras",40.6
2021-02-27,"control","flow_ras",40.8
2021-02-28,"control","flow_ras",40.3
2021-03-01,"control","flow_ras",41.7
2021-03-02,"control","flow_ras",41.7
2021-03-03,"control","flow_ras",41.7
2021-03-04,"control","flow_ras",41.5
2021-03-05,"control","flow_ras",41.1
2021-03-06,"control","flow_ras",41.1
2021-03-07,"control","flow_ras",41.1
2021-03-08,"control","flow_ras",41.1
2021-03-09,"control","flow_ras",41.1
2021-03-10,"control","flow_ras",40.5
2021-03-11,"control","flow_ras",41.1
2021-03-12,"control","flow_ras",41.1
2021-03-13,"control","flow_ras",41.1
2021-03-14,"control","flow_ras",41.1
2021-03-15,"control","flow_ras",41.1
2021-03-16,"control","flow_ras",41.1
2021-03-17,"control","flow_ras",40.5
2021-03-18,"control","flow_ras",40
2021-03-19,"control","flow_ras",40
2021-03-20,"control","flow_ras",40
2021-03-21,"control","flow_ras",40.9
2021-03-22,"control","flow_ras",40.8
2021-03-23,"control","flow_ras",39.6
2021-03-24,"control","flow_ras",39.8
2021-03-25,"control","flow_ras",39.7
2021-03-26,"control","flow_ras",39.7
2021-03-27,"control","flow_ras",39.7
2021-03-28,"control","flow_ras",39.7
2021-03-29,"control","flow_ras",39.7
2021-03-30,"control","flow_ras",39.6
2021-03-31,"control","flow_ras",39.9
2021-04-01,"control","flow_ras",40
2021-04-02,"control","flow_ras",40
2021-04-03,"control","flow_ras",40
2021-04-04,"control","flow_ras",40
2021-04-05,"control","flow_ras",40
2021-04-06,"control","flow_ras",39
2021-04-07,"control","flow_ras",40
2021-04-08,"control","flow_ras",41
2021-04-09,"control","flow_ras",40
2021-04-10,"control","flow_ras",41
2021-04-11,"control","flow_ras",41
2021-04-12,"control","flow_ras",41
2021-04-13,"control","flow_ras",40
2021-04-14,"control","flow_ras",41
2021-04-15,"control","flow_ras",41
2021-04-16,"control","flow_ras",41
2021-04-17,"control","flow_ras",41
2021-04-18,"control","flow_ras",41
2021-04-19,"control","flow_ras",41
2021-04-20,"control","flow_ras",41
2021-04-21,"control","flow_ras",41
2021-04-22,"control","flow_ras",41
2021-04-23,"control","flow_ras",41
2021-04-24,"control","flow_ras",41
2021-04-25,"control","flow_ras",41
2021-04-26,"control","flow_ras",41
2021-04-27,"control","flow_ras",40
2021-04-28,"control","flow_ras",40
2021-04-29,"control","flow_ras",40
2021-04-30,"control","flow_ras",40
2021-05-01,"control","flow_ras",40
2021-05-02,"control","flow_ras",40
2021-05-03,"control","flow_ras",40
2021-05-04,"control","flow_ras",40
2021-05-05,"control","flow_ras",40
2021-05-06,"control","flow_ras",40
2021-05-07,"control","flow_ras",40
2021-05-08,"control","flow_ras",40
2021-05-09,"control","flow_ras",40
2021-05-10,"control","flow_ras",40
2021-05-11,"control","flow_ras",40
2021-05-12,"control","flow_ras",40
2021-05-13,"control","flow_ras",40
2021-05-14,"control","flow_ras",40
2021-05-15,"control","flow_ras",40
2021-05-16,"control","flow_ras",40
2021-05-17,"control","flow_ras",40
2021-05-18,"control","flow_ras",39.9
2021-05-19,"control","flow_ras",39.9
2021-05-20,"control","flow_ras",39.9
2021-05-21,"control","flow_ras",41.1
2021-05-22,"control","flow_ras",41.1
2021-05-23,"control","flow_ras",39.9
2021-05-24,"control","flow_ras",41.4
2021-05-25,"control","flow_ras",41.9
2021-05-26,"control","flow_ras",40.4
2021-05-27,"control","flow_ras",41.2
2021-05-28,"control","flow_ras",40.5
2021-05-29,"control","flow_ras",39.9
2021-05-30,"control","flow_ras",39.9
2021-05-31,"control","flow_ras",39.9
2021-06-01,"control","flow_ras",40.7
2021-06-02,"control","flow_ras",42
2021-06-03,"control","flow_ras",42
2021-06-04,"control","flow_ras",42
2021-06-05,"control","flow_ras",42
2021-06-06,"control","flow_ras",42
2021-06-07,"control","flow_ras",42
2021-06-08,"control","flow_ras",42
2021-06-09,"control","flow_ras",42
2021-06-10,"control","flow_ras",42
2021-06-11,"control","flow_ras",42
2021-06-12,"control","flow_ras",42
2021-06-13,"control","flow_ras",40.4
2021-06-14,"control","flow_ras",41
2021-06-15,"control","flow_ras",41.9
2021-06-16,"control","flow_ras",41.9
2021-06-17,"control","flow_ras",41.9
2021-06-18,"control","flow_ras",40.8
2021-06-19,"control","flow_ras",41.9
2021-06-20,"control","flow_ras",41.9
2021-06-21,"control","flow_ras",41.9
2021-06-22,"control","flow_ras",41.9
2021-06-23,"control","flow_ras",41.9
2021-06-24,"control","flow_ras",41.9
2021-06-25,"control","flow_ras",40.6
2021-06-26,"control","flow_ras",39.8
2021-06-27,"control","flow_ras",39.8
2021-06-28,"control","flow_ras",39.8
2021-06-29,"control","flow_ras",39.8
2021-06-30,"control","flow_ras",39.9
2021-07-01,"control","flow_ras",41.4
2021-07-02,"control","flow_ras",41.3
2021-07-03,"control","flow_ras",41.2
2021-07-04,"control","flow_ras",42
2021-07-05,"control","flow_ras",42.3
2021-07-06,"control","flow_ras",42.3
2021-07-07,"control","flow_ras",42.3
2021-07-08,"control","flow_ras",42.3
2021-07-09,"control","flow_ras",42.3
2021-07-10,"control","flow_ras",42.3
2021-07-11,"control","flow_ras",42.3
2021-07-12,"control","flow_ras",42.3
2021-07-13,"control","flow_ras",42.3
2021-07-14,"control","flow_ras",42.3
2021-07-15,"control","flow_ras",42.3
2021-07-16,"control","flow_ras",42.3
2021-07-17,"control","flow_ras",42.3
2021-07-18,"control","flow_ras",42.3
2021-07-19,"control","flow_ras",42.3
2021-07-20,"control","flow_ras",42.3
2021-07-21,"control","flow_ras",42.3
2021-07-22,"control","flow_ras",42.3
2021-07-23,"control","flow_ras",42.3
2021-07-24,"control","flow_ras",42.3
2021-07-25,"control","flow_ras",42.3
2021-07-26,"control","flow_ras",42.3
2021-07-27,"control","flow_ras",42.3
2021-07-28,"control","flow_ras",42.3
2021-07-29,"control","flow_ras",42.3
2021-07-30,"control","flow_ras",42.3
2021-07-31,"control","flow_ras",42.3
2021-08-01,"control","flow_ras",42.3
2021-08-02,"control","flow_ras",42.3
2021-08-03,"control","flow_ras",42.3
2021-08-04,"control","flow_ras",42.3
2021-08-05,"control","flow_ras",42.3
2021-08-06,"control","flow_ras",42.3
2021-08-07,"control","flow_ras",42.3
2021-08-08,"control","flow_ras",42.6
2021-08-09,"control","flow_ras",42.8
2021-08-10,"control","flow_ras",42.6
2021-08-11,"control","flow_ras",40.2
2021-08-12,"control","flow_ras",40.4
2021-08-13,"control","flow_ras",40.5
2021-08-14,"control","flow_ras",39.5
2021-08-15,"control","flow_ras",40
2021-08-16,"control","flow_ras",40
2021-08-17,"control","flow_ras",40
2021-08-18,"control","flow_ras",40
2021-08-19,"control","flow_ras",40
2021-08-20,"control","flow_ras",40
2021-08-21,"control","flow_ras",40
2021-08-22,"control","flow_ras",40
2021-08-23,"control","flow_ras",40
2021-08-24,"control","flow_ras",40.8
2021-08-25,"control","flow_ras",40.9
2021-08-26,"control","flow_ras",40.9
2021-08-27,"control","flow_ras",40.9
2021-08-28,"control","flow_ras",40.9
2021-08-29,"control","flow_ras",40.9
2021-08-30,"control","flow_ras",40.9
2021-08-31,"control","flow_ras",39.9
2021-09-01,"control","flow_ras",38.8
2021-09-02,"control","flow_ras",39.2
2021-09-03,"control","flow_ras",40.4
2021-09-04,"control","flow_ras",40.8
2021-09-05,"control","flow_ras",40.8
2021-09-06,"control","flow_ras",40.8
2021-09-07,"control","flow_ras",40.8
2021-09-08,"control","flow_ras",40.8
2021-09-09,"control","flow_ras",40.8
2021-09-10,"control","flow_ras",40.8
2021-09-11,"control","flow_ras",40.8
2021-09-12,"control","flow_ras",40.8
2021-09-13,"control","flow_ras",40.8
2021-09-14,"control","flow_ras",40.8
2021-09-15,"control","flow_ras",40.8
2021-09-16,"control","flow_ras",40.8
2021-09-17,"control","flow_ras",41.3
2021-09-18,"control","flow_ras",41.2
2021-09-19,"control","flow_ras",41.2
2021-09-20,"control","flow_ras",41.2
2021-09-21,"control","flow_ras",41.2
2021-09-22,"control","flow_ras",40.8
2021-09-23,"control","flow_ras",40.9
2021-09-24,"control","flow_ras",40.9
2021-09-25,"control","flow_ras",40.9
2021-09-26,"control","flow_ras",40.9
2021-09-27,"control","flow_ras",40.5
2021-09-28,"control","flow_ras",40.6
2021-09-29,"control","flow_ras",40.6
2021-09-30,"control","flow_ras",40.6
2021-10-01,"control","flow_ras",40.6
2021-10-02,"control","flow_ras",40.6
2021-10-03,"control","flow_ras",40.6
2021-10-04,"control","flow_ras",40.6
2021-10-05,"control","flow_ras",40.6
2021-10-06,"control","flow_ras",40.6
2021-10-07,"control","flow_ras",40.6
2021-10-08,"control","flow_ras",40.5
2021-10-09,"control","flow_ras",40.6
2021-10-10,"control","flow_ras",40.6
2021-10-11,"control","flow_ras",40.6
2021-10-12,"control","flow_ras",40.6
2021-10-13,"control","flow_ras",40.6
2021-10-14,"control","flow_ras",40.6
2021-10-15,"control","flow_ras",40.6
2021-10-16,"control","flow_ras",40.6
2021-10-17,"control","flow_ras",40.6
2021-10-18,"control","flow_ras",40.6
2021-10-19,"control","flow_ras",40.6
2021-10-20,"control","flow_ras",40.7
2021-10-21,"control","flow_ras",40.7
2021-10-22,"control","flow_ras",40.7
2021-10-23,"control","flow_ras",40.7
2021-10-24,"control","flow_ras",40.7
2021-10-25,"control","flow_ras",40.7
2021-10-26,"control","flow_ras",40.7
2021-10-27,"control","flow_ras",40.7
2021-10-28,"control","flow_ras",40.7
2021-10-29,"control","flow_ras",40.7
2021-10-30,"control","flow_ras",40.7
2021-10-31,"control","flow_ras",40.7
2021-11-01,"control","flow_ras",40.7
2021-11-02,"control","flow_ras",40.7
2021-11-03,"control","flow_ras",40.7
2021-11-04,"control","flow_ras",40.3
2021-11-05,"control","flow_ras",39.1
2021-11-06,"control","flow_ras",39.4
2021-11-07,"control","flow_ras",39.4
2021-11-08,"control","flow_ras",39.4
2021-11-09,"control","flow_ras",39.4
2021-11-10,"control","flow_ras",39.4
2021-11-11,"control","flow_ras",39.4
2021-11-12,"control","flow_ras",39.4
2021-11-13,"control","flow_ras",39.4
2021-11-14,"control","flow_ras",39.4
2021-11-15,"control","flow_ras",39.4
2021-11-16,"control","flow_ras",39.4
2021-11-17,"control","flow_ras",39.4
2021-11-18,"control","flow_ras",39.4
2021-11-19,"control","flow_ras",39.4
2021-11-20,"control","flow_ras",39.4
2021-11-21,"control","flow_ras",39.4
2021-11-22,"control","flow_ras",39.4
2021-11-23,"control","flow_ras",39.4
2021-11-24,"control","flow_ras",39.4
2021-11-25,"control","flow_ras",38.7
2021-11-26,"control","flow_ras",39.4
2021-11-27,"control","flow_ras",39.4
2021-11-28,"control","flow_ras",39.4
2021-11-29,"control","flow_ras",39.4
2021-11-30,"control","flow_ras",39.7
2021-12-01,"control","flow_ras",NA
2021-12-02,"control","flow_ras",NA
2021-12-03,"control","flow_ras",NA
2021-12-04,"control","flow_ras",NA
2021-12-05,"control","flow_ras",NA
2021-12-06,"control","flow_ras",NA
2021-12-07,"control","flow_ras",NA
2021-12-08,"control","flow_ras",NA
2021-12-09,"control","flow_ras",NA
2021-12-10,"control","flow_ras",NA
2021-12-11,"control","flow_ras",NA
2021-12-12,"control","flow_ras",NA
2021-12-13,"control","flow_ras",NA
2021-12-14,"control","flow_ras",NA
2021-12-15,"control","flow_ras",NA
2021-12-16,"control","flow_ras",NA
2021-12-17,"control","flow_ras",NA
2021-12-18,"control","flow_ras",NA
2021-12-19,"control","flow_ras",NA
2021-12-20,"control","flow_ras",NA
2021-12-21,"control","flow_ras",NA
2021-12-22,"control","flow_ras",NA
2021-12-23,"control","flow_ras",NA
2021-12-24,"control","flow_ras",NA
2021-12-25,"control","flow_ras",NA
2021-12-26,"control","flow_ras",NA
2021-12-27,"control","flow_ras",NA
2021-12-28,"control","flow_ras",NA
2021-12-29,"control","flow_ras",NA
2021-12-30,"control","flow_ras",NA
2021-12-31,"control","flow_ras",NA
2021-01-22,"control","flow_waste",0.73
2021-01-23,"control","flow_waste",0.71
2021-01-24,"control","flow_waste",0.71
2021-01-25,"control","flow_waste",0.81
2021-01-26,"control","flow_waste",0.75
2021-01-27,"control","flow_waste",0
2021-01-28,"control","flow_waste",0.59
2021-01-29,"control","flow_waste",0.8
2021-01-30,"control","flow_waste",0.71
2021-01-31,"control","flow_waste",0.71
2021-02-01,"control","flow_waste",0
2021-02-02,"control","flow_waste",0.68
2021-02-03,"control","flow_waste",0.68
2021-02-04,"control","flow_waste",0.85
2021-02-05,"control","flow_waste",0
2021-02-06,"control","flow_waste",0
2021-02-07,"control","flow_waste",0
2021-02-08,"control","flow_waste",1.17
2021-02-09,"control","flow_waste",1.07
2021-02-10,"control","flow_waste",0
2021-02-11,"control","flow_waste",0
2021-02-12,"control","flow_waste",0
2021-02-13,"control","flow_waste",0
2021-02-14,"control","flow_waste",0
2021-02-15,"control","flow_waste",0
2021-02-16,"control","flow_waste",0
2021-02-17,"control","flow_waste",0
2021-02-18,"control","flow_waste",0
2021-02-19,"control","flow_waste",0
2021-02-20,"control","flow_waste",0.79
2021-02-21,"control","flow_waste",0.79
2021-02-22,"control","flow_waste",0
2021-02-23,"control","flow_waste",0
2021-02-24,"control","flow_waste",0.5
2021-02-25,"control","flow_waste",0.54
2021-02-26,"control","flow_waste",0.56
2021-02-27,"control","flow_waste",0.62
2021-02-28,"control","flow_waste",0.62
2021-03-01,"control","flow_waste",0
2021-03-02,"control","flow_waste",0
2021-03-03,"control","flow_waste",0
2021-03-04,"control","flow_waste",0
2021-03-05,"control","flow_waste",0
2021-03-06,"control","flow_waste",0
2021-03-07,"control","flow_waste",0.54
2021-03-08,"control","flow_waste",0
2021-03-09,"control","flow_waste",0
2021-03-10,"control","flow_waste",0
2021-03-11,"control","flow_waste",0
2021-03-12,"control","flow_waste",0
2021-03-13,"control","flow_waste",0
2021-03-14,"control","flow_waste",0
